"УИК №2601"	"УИК №2602"	"УИК №2603"	"УИК №2604"	"УИК №2605"	"УИК №2606"	"УИК №2607"	"УИК №2608"	"УИК №2609"	"УИК №2610"	"УИК №2611"	"УИК №2612"	"УИК №2613"	"УИК №2614"	"УИК №2615"	"УИК №2616"	"УИК №2617"	"УИК №2618"	"УИК №2619"	"УИК №2620"	"УИК №2621"	"УИК №2622"	"УИК №2623"	"УИК №2624"	
1754	845	941	218	377	141	379	413	310	291	533	103	87	617	97	909	212	247	201	119	146	695	598	705	
1816	800	950	216	370	130	400	450	300	300	550	100	90	700	100	900	200	250	200	120	130	800	700	750	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1006	637	771	146	303	80	226	272	154	217	454	72	50	420	58	729	185	184	149	79	99	443	384	558	
249	116	60	58	37	30	116	71	118	37	21	28	22	114	32	104	0	40	32	23	31	111	116	97	
561	47	119	12	30	20	58	107	28	46	75	0	18	166	10	67	15	26	19	18	0	246	200	95	
249	116	60	58	37	30	116	71	118	37	21	28	22	114	32	104	0	40	32	23	31	111	116	97	
1005	637	763	146	303	80	226	272	154	217	454	72	50	420	58	728	185	184	149	79	99	443	384	558	
11	2	9	0	31	0	0	5	27	35	0	0	0	1	0	90	8	0	1	0	1	3	10	4	
1243	751	814	204	309	110	342	338	245	219	475	100	72	533	90	742	177	224	180	102	129	551	490	651	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

16	5	11	0	0	1	0	5	1	1	3	1	0	4	0	8	0	3	0	0	1	2	1	3	
202	78	102	12	16	15	33	55	14	14	57	8	3	71	9	52	16	12	9	12	19	75	55	63	
64	42	33	12	11	8	20	19	20	3	32	4	2	36	8	51	19	8	6	7	3	36	40	35	
934	608	660	179	278	85	282	248	207	197	372	83	67	413	73	619	137	201	163	81	105	436	383	546	
13	5	2	1	2	0	1	2	0	1	4	3	0	1	0	3	1	0	1	0	0	0	5	0	
6	9	2	0	0	1	3	6	3	1	4	1	0	4	0	7	4	0	0	1	0	1	1	4	
7	1	1	0	2	0	1	2	0	0	1	0	0	2	0	2	0	0	0	0	1	1	1	0	
1	3	3	0	0	0	2	1	0	2	2	0	0	2	0	0	0	0	1	1	0	0	4	0	
